Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,14.198931104085045,0.0,5.6,5.6,-8.598931104085045
2025-02,19.904707028153883,0.0,5.6,5.6,-28.503638132238926
2025-03,35.18443797787174,0.0,5.6,5.6,-63.688076110110664
2025-04,43.11908808307805,0.0,5.6,5.6,-106.80716419318871
2025-05,51.18417241928251,0.0,5.6,5.6,-157.99133661247123
2025-06,51.12606445855071,0.0,5.6,5.6,-209.11740107102193
2025-07,51.9518136647751,0.0,5.6,5.6,-261.069214735797
2025-08,31.592659275324525,0.0,5.6,5.6,-292.66187401112154
2025-09,20.514295068985515,0.0,5.6,5.6,-313.17616908010706
2025-10,18.40545842611503,0.0,5.6,5.6,-331.5816275062221
2025-11,16.892800917234226,0.0,5.6,5.6,-348.47442842345635
2025-12,12.812964916561844,0.0,5.6,5.6,-361.2873933400182
