Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,11.25761570675003,112.2,100.94238429324997
2025-02,15.78143740791411,112.2,85.16094688533586
2025-03,27.89596475321336,112.2,57.2649821321225
2025-04,34.18694827846178,112.2,23.07803385366072
2025-05,40.58134652111524,112.2,-17.503312667454523
2025-06,40.535275652355736,112.2,-58.03858831981026
2025-07,41.18997051393962,112.2,-99.22855883374987
2025-08,25.04822473387256,112.2,-124.27678356762243
2025-09,16.26474899332907,112.2,-140.5415325609515
2025-10,14.592758873810949,112.2,-155.13429143476245
2025-11,13.393449094357852,112.2,-168.5277405291203
2025-12,10.15875308059103,112.2,-178.68649360971133
